epoch,accuracy,iou_class_0,iou_class_1,iou_class_2,iou_class_3,loss,lr,mean_iou,val_accuracy,val_iou_class_0,val_iou_class_1,val_iou_class_2,val_iou_class_3,val_loss,val_mean_iou
0,0.9695631861686707,0.9704877734184265,0.04945017769932747,0.0394061878323555,0.011149381287395954,0.5282753109931946,0.0003,0.2676233947277069,0.9793532490730286,0.9793534278869629,0.0,0.0,0.0,0.5527032613754272,0.24483831226825714
1,0.9707956910133362,0.9726417064666748,0.10504341870546341,0.09569785743951797,0.20672670006752014,0.4852970242500305,0.0003,0.34502744674682617,0.9779722690582275,0.9783164858818054,0.00682070991024375,0.030820194631814957,0.058377210050821304,0.5394644737243652,0.2685836851596832
2,0.971222460269928,0.973800539970398,0.11737208813428879,0.09703274071216583,0.2948627173900604,0.47087934613227844,0.0003,0.3707670569419861,0.9797035455703735,0.9800283908843994,0.02139904722571373,0.029536696150898933,0.19115565717220306,0.507460355758667,0.30552995204925537
3,0.9717048406600952,0.9740398526191711,0.13182620704174042,0.12044669687747955,0.31434234976768494,0.46174192428588867,0.0003,0.3851637542247772,0.9643121361732483,0.9674171209335327,0.000729710329324007,0.06002819910645485,0.11149726063013077,0.5320412516593933,0.28491806983947754
4,0.9726749062538147,0.9751845598220825,0.13069278001785278,0.16395923495292664,0.3470411002635956,0.45698410272598267,0.0003,0.40421944856643677,0.9782955646514893,0.9784583449363708,0.0001813055423554033,0.022250382229685783,3.9069331251084805e-05,0.5298163890838623,0.2502323091030121
5,0.9714100360870361,0.9739915728569031,0.12594926357269287,0.1843338906764984,0.3520909547805786,0.45273923873901367,0.0003,0.40909141302108765,0.9760391116142273,0.9775413274765015,0.09109774976968765,0.06872484087944031,0.11233150959014893,0.4992225170135498,0.31242385506629944
6,0.973955512046814,0.9765579700469971,0.13761703670024872,0.21898651123046875,0.3693026304244995,0.44616401195526123,0.0003,0.425616055727005,0.9689087271690369,0.9720249176025391,0.07054344564676285,0.09087666869163513,0.17546343803405762,0.49535030126571655,0.32722708582878113
7,0.9738684892654419,0.9764078855514526,0.12842431664466858,0.2211802452802658,0.3923799991607666,0.44317328929901123,0.0003,0.4295980930328369,0.9778969883918762,0.9784397482872009,0.0007399716414511204,0.06345786899328232,0.008576665073633194,0.5263909101486206,0.2628035545349121
8,0.9753676056861877,0.9779515266418457,0.14320115745067596,0.2470487803220749,0.3980695903301239,0.4364127814769745,0.0003,0.4415677487850189,0.9770963191986084,0.978090763092041,0.12452573329210281,0.015467789955437183,0.28399160504341125,0.5092661380767822,0.35051894187927246
9,0.9750282168388367,0.9775193929672241,0.14392758905887604,0.2434220016002655,0.3859013020992279,0.4357209801673889,0.0003,0.4376925826072693,0.9139454364776611,0.9168087840080261,0.008962311781942844,0.11130461096763611,0.06110529974102974,0.5742356777191162,0.27454525232315063
