epoch,accuracy,iou_class_0,iou_class_1,iou_class_2,iou_class_3,loss,lr,mean_iou,val_accuracy,val_iou_class_0,val_iou_class_1,val_iou_class_2,val_iou_class_3,val_loss,val_mean_iou
10,0.9798862338066101,0.9811491966247559,0.2558020353317261,0.39034995436668396,0.39212766289711,0.3709868788719177,9.999999747378752e-06,0.5048572421073914,0.9733028411865234,0.9758740663528442,0.15163567662239075,0.28131869435310364,0.3732910454273224,0.4582981765270233,0.44552987813949585
11,0.98056960105896,0.9818717241287231,0.27418574690818787,0.4095019996166229,0.40357401967048645,0.36399707198143005,9.999999747378752e-06,0.5172833800315857,0.971990168094635,0.9749646782875061,0.10751643031835556,0.24316275119781494,0.3934670090675354,0.46743977069854736,0.42977774143218994
12,0.9806546568870544,0.9818596243858337,0.29234981536865234,0.40775150060653687,0.40532681345939636,0.3607218861579895,9.999999747378752e-06,0.521821916103363,0.9707096219062805,0.9734115600585938,0.149997279047966,0.28169795870780945,0.3678986132144928,0.4599020183086395,0.4432513415813446
13,0.9820554256439209,0.9830939173698425,0.3028160631656647,0.4389932155609131,0.4082469046115875,0.34961187839508057,9.999999747378752e-06,0.5332874655723572,0.9791548252105713,0.9812554121017456,0.17205555737018585,0.3170466125011444,0.382474809885025,0.4498366713523865,0.4632081091403961
14,0.9815696477890015,0.9826794266700745,0.2889997363090515,0.42303356528282166,0.40503862500190735,0.34961971640586853,9.999999747378752e-06,0.5249378681182861,0.9803677797317505,0.9820586442947388,0.14137479662895203,0.26938754320144653,0.4042055904865265,0.4509560465812683,0.44925665855407715
15,0.9823116660118103,0.9833672046661377,0.3211899697780609,0.45008325576782227,0.42208683490753174,0.33678048849105835,9.999999747378752e-06,0.5441818237304688,0.9803935289382935,0.9822633266448975,0.12901388108730316,0.32225438952445984,0.4089702367782593,0.4485507905483246,0.46062543988227844
16,0.9820067286491394,0.982978105545044,0.31802815198898315,0.4403535723686218,0.4358883202075958,0.3420743942260742,9.999999747378752e-06,0.544312059879303,0.9798635840415955,0.9817095994949341,0.1285104602575302,0.31762316823005676,0.36892929673194885,0.451943039894104,0.4491931200027466
17,0.9833241105079651,0.9841821789741516,0.34219855070114136,0.46841856837272644,0.4229692816734314,0.32269424200057983,9.999999747378752e-06,0.5544421672821045,0.9807844758033752,0.9827824234962463,0.1303226351737976,0.310638964176178,0.3860362768173218,0.4485422670841217,0.4524450898170471
18,0.9825471043586731,0.9834916591644287,0.31622228026390076,0.45175063610076904,0.44303813576698303,0.3326110541820526,9.999999747378752e-06,0.5486257076263428,0.974727213382721,0.9771976470947266,0.12739737331867218,0.3154674768447876,0.3726349472999573,0.4564591646194458,0.4481743574142456
19,0.9832957983016968,0.9842386245727539,0.34932708740234375,0.4683673083782196,0.44950777292251587,0.3268565237522125,4.999999873689376e-06,0.5628602504730225,0.9781897664070129,0.9803417921066284,0.13636095821857452,0.3183365762233734,0.3948168158531189,0.44941380620002747,0.4574640393257141
20,0.9835273623466492,0.9844099283218384,0.3627973198890686,0.48489925265312195,0.45042887330055237,0.31766295433044434,4.999999873689376e-06,0.5706337690353394,0.9808827042579651,0.9829011559486389,0.14346350729465485,0.3140643537044525,0.40583452582359314,0.44418036937713623,0.46156591176986694
21,0.9841198325157166,0.9849358201026917,0.36738121509552,0.48251864314079285,0.46316543221473694,0.3078974783420563,4.999999873689376e-06,0.5745002627372742,0.9765647649765015,0.9790740609169006,0.14174191653728485,0.2925027012825012,0.39686012268066406,0.45158615708351135,0.4525446891784668
